Dependiente ,Tipo de fenomeno,Duracion,MUNICIPIOS afectados,ANAL,SPRI,OVSDS,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,area_mun (ha),Sum_POBTOT,R_Inun,R_Hur,R_Des,R_Seq,R_IF,R_Den,a_o,Clave completa(TEXTO)
1,TS,1,13,6.33,29.36,2.23,2.28,1.31,32.89,2.36,100,51.85,-0.67,Medio,19557.46,5790,4,1,0,4,1,0,2010,32013
1,SEQ,10,12,10.33,37.07,32.87,4.52,5.51,54.05,9.2,100,64.48,-0.07,Alto,78641.76,7964,0,1,0,3,1,0,2007,32012
1,SEQ,92,12,8.68,29.21,23.05,2.96,5.56,50.14,3.81,100,38.44,-0.25,Medio,78641.76,7964,0,1,0,3,1,0,2010,32012
1,BT,1,12,11.79,44.78,55.77,7.94,16.21,59.14,10.94,100,71.95,0.08,Alto,78641.76,7964,0,1,0,3,1,0,2002,32012
1,TS,1,12,10.33,37.07,32.87,4.52,5.51,54.05,9.2,100,64.48,-0.07,Alto,78641.76,7964,0,1,0,3,1,0,2009,32012
0,SD,1,12,11.79,44.78,55.77,7.94,16.21,59.14,10.94,100,71.95,0.08,Alto,78641.76,7964,0,1,0,3,1,0,2002,32012
1,SEQ,62,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2009,32010
1,SEQ,92,10,4.57,21.4,6.09,1.16,3.28,34.5,2.94,40.75,49.78,-1.03,Bajo,503730.76,211127,2,1,0,5,3,0,2010,32010
1,LLUV,3,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2002,32010
1,TS,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2009,32010
1,TS,2,10,4.57,21.4,6.09,1.16,3.28,34.5,2.94,40.75,49.78,-1.03,Bajo,503730.76,211127,2,1,0,5,3,0,2010,32010
1,LLUV,3,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2003,32010
1,LLUV,3,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2003,32010
0,INUND,1,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2002,32010
0,SD,1,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2002,32010
0,LLUV,1,10,6.42,33.34,20.01,3.42,8.3,43.72,8.83,47.05,59.27,-0.95,Bajo,503730.76,211127,2,1,0,5,3,0,2003,32010
0,TS,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2005,32010
0,LLUV,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2006,32010
0,LLUV,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2008,32010
0,LLUV,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2009,32010
0,FV,1,10,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,Bajo,503730.76,211127,2,1,0,5,3,0,2009,32010
1,SEQ,61,9,7.57,30.98,7.22,1.13,6.24,31.21,5.26,100,71.16,-0.35,Medio,89111.13,10394,1,1,0,1,4,0,2010,32009
1,SEQ,10,8,8.81,37.05,8.9,1.72,1.7,48.73,13.29,31.68,65.15,-0.61,Medio,32097.6,11806,0,2,0,4,1,0,2007,32008
1,SEQ,62,8,8.81,37.05,8.9,1.72,1.7,48.73,13.29,31.68,65.15,-0.61,Medio,32097.6,11806,0,2,0,4,1,0,2009,32008
1,SEQ,92,8,6.28,28.9,4.37,1.58,0.88,44.19,10.58,30.37,48.33,-0.74,Bajo,32097.6,11806,0,2,0,4,1,0,2010,32008
1,SEQ,10,7,7.95,27.33,4.44,3.03,13.55,37.56,3.26,43.89,57.83,-0.92,Bajo,239258,12622,1,1,0,2,3,0,2007,32007
1,SEQ,92,7,5.51,20.28,3.05,2.16,9.05,35.5,2.86,43.69,46.46,-1,Bajo,239258,12622,1,1,0,2,3,0,2010,32007
0,LLUV,1,7,7.67,32.18,8.22,5.19,13.18,42.32,4.16,44.79,64.54,-0.98,Bajo,239258,12622,1,1,0,2,3,0,2003,32007
1,SEQ,92,6,5.08,22.17,8.76,1.35,1.18,35.59,2.98,25.16,61.21,-0.92,Bajo,44458.55,8217,1,1,0,4,1,0,2010,32006
1,LLUV,3,6,6.84,32.09,25.97,3.78,1.09,44.2,7.69,30.52,65.36,-0.96,Bajo,44458.55,8217,1,1,0,4,1,0,2003,32006
0,SD,1,6,6.84,32.09,25.97,3.78,1.09,44.2,7.69,30.52,65.36,-0.96,Bajo,44458.55,8217,1,1,0,4,1,0,2002,32006
1,SEQ,62,5,6.31,30.17,2.95,1.47,2.38,40.91,3.41,17.95,45.34,-1.19,Bajo,38327.15,39388,4,1,0,5,1,0,2009,32005
1,SEQ,92,5,4.67,24.75,2.31,0.99,1.9,35.54,2.1,18.03,43.14,-1.18,Bajo,38327.15,39388,4,1,0,5,1,0,2010,32005
1,TS,1,5,4.67,24.75,2.31,0.99,1.9,35.54,2.1,18.03,43.14,-1.18,Bajo,38327.15,39388,4,1,0,5,1,0,2010,32005
1,LLUV,3,5,6.79,35.44,6.26,2.45,3.05,46.83,5.66,19.4,50.6,-1.22,Bajo,38327.15,39388,4,1,0,5,1,0,2003,32005
0,SD,1,5,6.79,35.44,6.26,2.45,3.05,46.83,5.66,19.4,50.6,-1.22,Bajo,38327.15,39388,4,1,0,5,1,0,2002,32005
1,SEQ,62,4,9.65,38.54,8.37,3.04,6.82,34.47,4.77,100,60.2,-0.55,Medio,32565.6,4332,0,1,0,1,3,0,2009,32004
1,SEQ,62,3,11.2,54.26,19.63,1.36,4.18,26.9,9.02,100,65.2,-0.29,Medio,27843.09,2600,2,1,0,2,3,0,2009,32003
1,LLUV,3,3,13.64,60.47,34.33,3.66,7.87,30.7,7.07,100,72.76,-0.28,Medio,27843.09,2600,2,1,0,2,3,0,2003,32003
1,SEQ,10,1,9.55,43.35,3.87,1.2,8.34,35.72,6.29,100,64.59,-0.48,Medio,29003.78,6152,0,1,2,1,2,0,2007,32001
1,SEQ,62,1,9.55,43.35,3.87,1.2,8.34,35.72,6.29,100,64.59,-0.48,Medio,29003.78,6152,0,1,2,1,2,0,2009,32001
1,CT,3,106,12.32,46,53.21,3.77,1.68,57.53,2.89,100,85.68,0.02,Alto,13054.29,2112,4,3,0,2,3,0,2002,31106
1,CT,4,106,13.33,39.08,1.86,0.88,0.83,56.29,1.17,100,78.99,-0.2,Medio,13054.29,2112,4,3,0,2,3,0,2005,31106
1,CT,3,105,9.31,40.79,47.91,2.46,5.06,60.42,2.71,100,81.84,-0.12,Medio,4905.56,2841,5,5,0,2,5,0,2002,31105
1,CT,4,105,7.55,31.22,28.73,1.52,6.15,46.54,1.06,100,75.45,-0.31,Medio,4905.56,2841,5,5,0,2,5,0,2005,31105
1,CT,4,104,22.33,52.19,76.42,12.97,8.11,74.02,16.59,100,84.48,1.26,Muy alto,146234.55,14682,4,5,0,2,4,0,2005,31104
1,CT,4,104,22.33,52.19,76.42,12.97,8.11,74.02,16.59,100,84.48,1.26,Muy alto,146234.55,14682,4,5,0,2,4,0,2005,31104
1,CT,4,103,23.24,43.87,56.54,1.54,0.34,66.51,3.02,100,77.24,0.54,Alto,10981.1,3229,0,5,0,2,5,0,2005,31103
1,CT,4,103,23.24,43.87,56.54,1.54,0.34,66.51,3.02,100,77.24,0.54,Alto,10981.1,3229,0,5,0,2,5,0,2005,31103
1,CT,3,101,10.8,36.45,30.4,2.27,7.68,57.88,2.71,29.55,73.1,-0.62,Medio,34653.52,50823,4,5,0,4,5,0,2002,31101
1,CT,3,100,16.4,49.02,62.12,3.36,7.95,64.73,3.56,100,87.02,0.29,Alto,12962.56,3447,5,5,0,3,5,0,2002,31100
1,CT,1,98,20.16,47.17,26.49,5.78,1.06,68.53,12.89,29.64,80.81,0.25,Alto,76023.97,13929,5,5,0,2,4,0,2007,31098
1,CT,4,97,20.55,51.96,6.02,5.7,2.78,55.92,8.77,100,84.6,0.3,Alto,40960.82,3418,4,3,0,1,5,0,2005,31097
1,CT,4,97,20.55,51.96,6.02,5.7,2.78,55.92,8.77,100,84.6,0.3,Alto,40960.82,3418,4,3,0,1,5,0,2005,31097
0,LLUV,1,96,18.29,45.25,5.47,5.15,4.69,61.72,12.37,36.52,75.22,-0.05,Alto,384872.09,71844,5,5,0,3,3,0,2008,31096
1,CT,4,95,8.12,33.53,11.31,0.42,2.18,50.53,0.75,100,69.24,-0.45,Medio,7026.76,5364,4,5,0,3,5,0,2005,31095
1,CT,4,95,8.12,33.53,11.31,0.42,2.18,50.53,0.75,100,69.24,-0.45,Medio,7026.76,5364,4,5,0,3,5,0,2005,31095
1,CT,4,94,24.42,48.7,34.12,5.99,0.74,65.62,7.68,100,85.02,0.63,Alto,22844.98,4709,5,5,0,2,4,0,2005,31094
1,CT,4,94,24.42,48.7,34.12,5.99,0.74,65.62,7.68,100,85.02,0.63,Alto,22844.98,4709,5,5,0,2,4,0,2005,31094
1,SEQ,32,93,8.48,31.17,28.34,0.9,2.29,54.59,1.07,35.99,66.77,-0.56,Medio,17073.38,17144,4,5,0,3,5,0,2008,31093
1,CT,4,93,8.48,31.17,28.34,0.9,2.29,54.59,1.07,35.99,66.77,-0.56,Medio,17073.38,17144,4,5,0,3,5,0,2005,31093
1,CT,4,93,8.48,31.17,28.34,0.9,2.29,54.59,1.07,35.99,66.77,-0.56,Medio,17073.38,17144,4,5,0,3,5,0,2005,31093
1,SEQ,32,92,23.47,50.57,38.39,13.52,0.9,76.43,16.82,100,83.5,0.96,Alto,49840.49,6615,4,5,0,2,4,0,2008,31092
1,CT,3,88,25.1,63.56,22.87,6.17,11.24,64.38,4.13,100,92.82,0.42,Alto,7716.07,1975,5,5,0,2,5,0,2002,31088
1,CT,4,88,26.47,48.74,4.78,1.25,6.39,58.54,2.02,100,85.57,0.29,Alto,7716.07,1975,5,5,0,2,5,0,2005,31088
1,CT,4,88,26.47,48.74,4.78,1.25,6.39,58.54,2.02,100,85.57,0.29,Alto,7716.07,1975,5,5,0,2,5,0,2005,31088
1,CT,3,87,27.96,71.03,52.27,3.72,16.08,72.38,4.97,100,89.08,0.8,Alto,33387.54,4716,4,1,0,2,4,0,2002,31087
1,CT,4,86,34.4,55.2,19.08,4.26,2.3,57.17,6.11,100,83.26,0.62,Alto,10771.84,2220,5,5,0,2,5,0,2005,31086
1,CT,4,86,34.4,55.2,19.08,4.26,2.3,57.17,6.11,100,83.26,0.62,Alto,10771.84,2220,5,5,0,2,5,0,2005,31086
1,CT,3,84,21.9,58.63,42.93,3.75,29,67.09,6.82,9.87,90.48,0.23,Alto,33447.34,6796,5,5,0,3,3,0,2002,31084
1,CT,4,84,22.52,47.25,10.91,2.25,4.69,63.69,3.31,9.37,83.42,-0.04,Alto,33447.34,6796,5,5,0,3,3,0,2005,31084
1,CT,4,84,22.52,47.25,10.91,2.25,4.69,63.69,3.31,9.37,83.42,-0.04,Alto,33447.34,6796,5,5,0,3,3,0,2005,31084
1,CT,3,83,10.42,46.43,8.74,2.94,0.39,55.08,3.78,100,77.55,-0.42,Medio,6456.11,1722,2,3,0,1,1,0,2002,31083
1,CT,4,83,11.51,38.65,3.45,1.07,2.14,52.24,1.89,100,71.5,-0.33,Medio,6456.11,1722,2,3,0,1,1,0,2005,31083
1,CT,4,83,11.51,38.65,3.45,1.07,2.14,52.24,1.89,100,71.5,-0.33,Medio,6456.11,1722,2,3,0,1,1,0,2005,31083
1,CT,4,82,10.4,35.97,11.93,1.27,12.17,41.81,1.92,100,73.62,-0.35,Medio,5741.24,3517,5,5,0,3,5,0,2005,31082
1,CT,4,82,10.4,35.97,11.93,1.27,12.17,41.81,1.92,100,73.62,-0.35,Medio,5741.24,3517,5,5,0,3,5,0,2005,31082
1,SEQ,32,80,19.56,59.84,34.19,1.5,0.91,69.19,2.54,0.83,85.19,0.25,Alto,27866.81,9834,5,5,0,2,5,0,2008,31080
1,CT,4,80,19.56,59.84,34.19,1.5,0.91,69.19,2.54,0.83,85.19,0.25,Alto,27866.81,9834,5,5,0,2,5,0,2005,31080
1,CT,4,80,19.56,59.84,34.19,1.5,0.91,69.19,2.54,0.83,85.19,0.25,Alto,27866.81,9834,5,5,0,2,5,0,2005,31080
1,SEQ,32,79,17.47,43.11,18.44,5.69,1.75,64.27,7.43,37.19,72.99,-0.04,Alto,274910.15,40361,5,5,0,2,3,0,2008,31079
1,CT,1,79,17.47,43.11,18.44,5.69,1.75,64.27,7.43,37.19,72.99,-0.04,Alto,274910.15,40361,5,5,0,2,3,0,2007,31079
1,CT,3,78,18.43,51,54.26,3.99,12.9,61.7,5.67,100,87.52,0.31,Alto,7907.76,3677,2,5,0,3,5,0,2002,31078
1,CT,4,78,17.4,35.96,4.04,1.9,7.91,51.7,2.51,100,80.68,-0.13,Medio,7907.76,3677,2,5,0,3,5,0,2005,31078
1,CT,4,78,17.4,35.96,4.04,1.9,7.91,51.7,2.51,100,80.68,-0.13,Medio,7907.76,3677,2,5,0,3,5,0,2005,31078
1,CT,3,77,26.05,58.17,63.84,5.24,6.22,63.32,8.32,100,93.18,0.63,Alto,19782.83,2595,4,3,0,2,3,0,2002,31077
1,CT,4,77,27.11,45.28,7.32,4.49,8.08,62.39,4.16,100,85.9,0.4,Alto,19782.83,2595,4,3,0,2,3,0,2005,31077
1,CT,4,77,27.11,45.28,7.32,4.49,8.08,62.39,4.16,100,85.9,0.4,Alto,19782.83,2595,4,3,0,2,3,0,2005,31077
1,CT,4,74,17.99,28.95,21.1,2.02,0.4,56.37,3.34,100,80.8,-0.07,Alto,10158.98,3603,4,5,0,2,5,0,2005,31074
1,CT,4,74,17.99,28.95,21.1,2.02,0.4,56.37,3.34,100,80.8,-0.07,Alto,10158.98,3603,4,5,0,2,5,0,2005,31074
1,CT,4,73,37.24,60.76,82.87,10.39,5.15,77.16,22.78,100,86.08,1.7,Muy alto,23957.27,4403,5,5,0,3,5,0,2005,31073
1,CT,4,73,37.24,60.76,82.87,10.39,5.15,77.16,22.78,100,86.08,1.7,Muy alto,23957.27,4403,5,5,0,3,5,0,2005,31073
1,CT,3,72,8.47,48.44,59.92,2.45,1.52,59.03,3.55,100,87.48,0.06,Alto,8710.64,1861,4,3,0,2,4,0,2002,31072
1,CT,4,72,7.3,40.49,36.6,1.48,0.57,53.86,1.47,100,80.65,-0.04,Alto,8710.64,1861,4,3,0,2,4,0,2005,31072
1,CT,4,72,7.3,40.49,36.6,1.48,0.57,53.86,1.47,100,80.65,-0.04,Alto,8710.64,1861,4,3,0,2,4,0,2005,31072
1,CT,4,71,20.35,46.05,14.49,4.56,2.05,63.56,2.76,100,85.05,0.31,Alto,21964.62,1668,4,2,0,1,5,0,2005,31071
1,CT,4,71,20.35,46.05,14.49,4.56,2.05,63.56,2.76,100,85.05,0.31,Alto,21964.62,1668,4,2,0,1,5,0,2005,31071
1,CT,3,70,14.13,44.97,4.43,5.7,2.42,63.46,10.1,100,88.25,-0.14,Medio,30438.06,3785,3,2,0,2,3,0,2002,31070
1,CT,4,69,18.1,53.63,12.5,3.21,4.91,67.52,5.97,34.17,81.65,0.14,Alto,54141.64,8430,5,5,0,2,4,0,2005,31069
1,CT,4,69,18.1,53.63,12.5,3.21,4.91,67.52,5.97,34.17,81.65,0.14,Alto,54141.64,8430,5,5,0,2,4,0,2005,31069
1,CT,3,68,16.53,50.53,33.63,3.62,5.72,58.75,2.99,100,86.89,0.04,Alto,13301.67,3114,4,5,0,2,1,0,2002,31068
1,CT,4,68,17.16,43.8,4.28,1.35,2.96,51.49,3.89,100,80.1,-0.07,Alto,13301.67,3114,4,5,0,2,1,0,2005,31068
1,CT,4,68,17.16,43.8,4.28,1.35,2.96,51.49,3.89,100,80.1,-0.07,Alto,13301.67,3114,4,5,0,2,1,0,2005,31068
1,CT,4,67,18.78,40,33.74,2.51,7.65,61.22,4.05,10.19,77.25,-0.08,Medio,17657.66,9257,5,5,0,3,5,0,2005,31067
1,CT,4,67,18.78,40,33.74,2.51,7.65,61.22,4.05,10.19,77.25,-0.08,Medio,17657.66,9257,5,5,0,3,5,0,2005,31067
1,SEQ,32,66,19.24,45.43,42.51,3.06,0,64.55,6.98,100,82.45,0.47,Alto,50987.7,3825,3,2,0,2,4,0,2008,31066
1,CT,1,66,19.24,45.43,42.51,3.06,0,64.55,6.98,100,82.45,0.47,Alto,50987.7,3825,3,2,0,2,4,0,2007,31066
1,CT,3,65,8.49,47.46,7.67,10.71,8.65,45.21,6.13,100,75.9,-0.42,Medio,44776.63,1789,0,1,0,2,1,0,2002,31065
1,CT,4,64,19.3,48.58,45.27,2.46,0,59.01,4.23,100,80.22,0.41,Alto,2594,1619,5,3,0,3,5,0,2005,31064
1,CT,4,64,19.3,48.58,45.27,2.46,0,59.01,4.23,100,80.22,0.41,Alto,2594,1619,5,3,0,3,5,0,2005,31064
0,LLUV,2,64,19.08,55.98,70.52,4.41,1.26,66.88,15.75,100,87.01,0.54,Alto,2594,1619,5,3,0,3,5,0,2004,31064
1,SEQ,32,63,16.82,35.25,28.87,1.34,1.74,69.55,4.14,100,82.02,0.21,Alto,15924.53,4994,0,2,0,3,5,0,2008,31063
1,CT,3,63,17.95,50.8,79.75,1.99,2.81,77.53,3.84,100,88.97,0.57,Alto,15924.53,4994,0,2,0,3,5,0,2002,31063
1,SEQ,32,62,13.92,42.73,1.82,1.48,4.7,60.35,2.18,100,79.17,-0.06,Alto,19716.11,4574,5,5,0,3,5,0,2008,31062
1,SEQ,32,61,7.04,42.04,1.68,2.25,2.37,58.03,1.78,100,65.2,-0.34,Medio,33429.7,3369,2,1,0,1,1,0,2008,31061
1,CT,3,61,8.04,50.46,6.66,5.48,2.97,57.91,2.41,100,70.72,-0.43,Medio,33429.7,3369,2,1,0,1,1,0,2002,31061
1,CT,4,60,16.52,49.63,8.09,5.01,0.64,58.7,30.78,100,69.01,0.26,Alto,10255.77,942,4,3,0,1,4,0,2005,31060
1,CT,4,60,16.52,49.63,8.09,5.01,0.64,58.7,30.78,100,69.01,0.26,Alto,10255.77,942,4,3,0,1,4,0,2005,31060
1,CT,3,59,5.52,28.63,4.39,1.34,1.63,51.05,2.39,9.11,58.19,-1.29,Muy bajo,76424,53925,2,3,0,1,1,0,2002,31059
1,CT,1,58,20.45,45.96,29.58,6.32,0.99,62.98,14.74,18.8,74.16,0.12,Alto,104735.99,24053,5,5,0,2,4,0,2007,31058
1,CT,4,58,20.45,45.96,29.58,6.32,0.99,62.98,14.74,18.8,74.16,0.12,Alto,104735.99,24053,5,5,0,2,4,0,2005,31058
1,CT,4,58,20.45,45.96,29.58,6.32,0.99,62.98,14.74,18.8,74.16,0.12,Alto,104735.99,24053,5,5,0,2,4,0,2005,31058
1,SEQ,32,57,15.55,50.23,9.1,3.13,3.08,57.01,6.54,31.06,82.48,-0.1,Medio,65899.95,7280,2,1,0,2,3,0,2008,31057
1,CT,3,57,18.44,61.08,5.54,6.52,3.81,60.09,7.63,30.95,89.47,-0.16,Medio,65899.95,7280,2,1,0,2,3,0,2002,31057
1,SEQ,32,56,20.58,48.5,22.56,5.1,1.5,61.76,11.05,21.2,74.05,0.05,Alto,85674.28,29188,5,5,0,2,3,0,2008,31056
1,CT,1,56,20.58,48.5,22.56,5.1,1.5,61.76,11.05,21.2,74.05,0.05,Alto,85674.28,29188,5,5,0,2,3,0,2007,31056
1,SEQ,32,55,12.33,47.73,41.71,5.52,0.57,70.99,14.1,100,82.59,0.55,Alto,25726.18,6271,4,5,0,3,5,0,2008,31055
1,SEQ,32,54,15.31,43.59,46.6,1.35,0.15,56.37,2.62,100,78.52,0.22,Alto,7099.33,2754,4,5,0,2,5,0,2008,31054
1,CT,3,54,17.26,53.19,45.79,2.3,0.32,68.32,5.54,100,85.17,0.22,Alto,7099.33,2754,4,5,0,2,5,0,2002,31054
1,CT,4,54,15.31,43.59,46.6,1.35,0.15,56.37,2.62,100,78.52,0.22,Alto,7099.33,2754,4,5,0,2,5,0,2005,31054
1,CT,4,54,15.31,43.59,46.6,1.35,0.15,56.37,2.62,100,78.52,0.22,Alto,7099.33,2754,4,5,0,2,5,0,2005,31054
1,SEQ,32,52,13.7,38.85,23.38,1.85,4.44,56.64,3.77,31.82,70.66,-0.32,Medio,31766.88,33883,5,5,0,3,5,0,2008,31052
1,CT,3,52,14.55,47.25,38.53,2.99,9.26,61.76,7.08,32.62,76.64,-0.26,Medio,31766.88,33883,5,5,0,3,5,0,2002,31052
1,CT,4,52,13.7,38.85,23.38,1.85,4.44,56.64,3.77,31.82,70.66,-0.32,Medio,31766.88,33883,5,5,0,3,5,0,2005,31052
1,CT,4,52,13.7,38.85,23.38,1.85,4.44,56.64,3.77,31.82,70.66,-0.32,Medio,31766.88,33883,5,5,0,3,5,0,2005,31052
1,CT,3,51,8.65,40.27,8.11,1.13,1.21,62.15,2.36,100,76.74,-0.47,Medio,4678.73,3029,3,3,0,1,5,0,2002,31051
1,CT,4,51,9.77,33.77,35.13,1.57,2.16,57.1,1.15,100,70.75,-0.14,Medio,4678.73,3029,3,3,0,1,5,0,2005,31051
1,CT,4,51,9.77,33.77,35.13,1.57,2.16,57.1,1.15,100,70.75,-0.14,Medio,4678.73,3029,3,3,0,1,5,0,2005,31051
1,CT,3,50,4.52,20.87,8.09,1.32,2.63,38.2,1.14,5.18,53.01,-1.57,Muy bajo,87484.78,830381,4,5,0,3,5,0,2002,31050
0,LLUV,1,50,3.82,15.87,5.92,0.72,1.7,33.6,0.69,4.5,48.87,-1.53,Muy bajo,87484.78,830381,4,5,0,3,5,0,2009,31050
1,SEQ,32,49,36.35,66.33,67.74,9.51,0.55,76.49,5.97,100,86.95,1.47,Muy alto,9286.03,3263,0,5,0,3,4,0,2008,31049
1,CT,4,49,36.35,66.33,67.74,9.51,0.55,76.49,5.97,100,86.95,1.47,Muy alto,9286.03,3263,0,5,0,3,4,0,2005,31049
1,CT,4,49,36.35,66.33,67.74,9.51,0.55,76.49,5.97,100,86.95,1.47,Muy alto,9286.03,3263,0,5,0,3,4,0,2005,31049
1,SEQ,32,44,18.99,45.94,40.22,1.44,16.41,61.84,1.73,4.34,82.14,0.1,Alto,35274.65,6564,0,2,0,3,5,0,2008,31044
1,CT,3,44,21.28,57.49,70.09,2.29,28.86,71.31,4.63,4.17,89.1,0.37,Alto,35274.65,6564,0,2,0,3,5,0,2002,31044
1,CT,4,43,23.65,50.67,58.44,9.5,1.88,70,16.12,100,81.37,0.96,Alto,13621.3,2724,5,5,0,2,5,0,2005,31043
1,CT,4,43,23.65,50.67,58.44,9.5,1.88,70,16.12,100,81.37,0.96,Alto,13621.3,2724,5,5,0,2,5,0,2005,31043
1,CT,4,42,21.13,47.61,38.01,4.26,2.59,60.16,4.08,100,80.51,0.44,Alto,19797.44,5479,5,5,0,2,5,0,2005,31042
1,CT,4,42,21.13,47.61,38.01,4.26,2.59,60.16,4.08,100,80.51,0.44,Alto,19797.44,5479,5,5,0,2,5,0,2005,31042
1,CT,4,40,17.41,39.89,17,1.73,2.37,57.61,2.84,37.94,72.33,-0.26,Medio,45470.86,25914,5,5,0,3,5,0,2005,31040
1,CT,4,40,17.41,39.89,17,1.73,2.37,57.61,2.84,37.94,72.33,-0.26,Medio,45470.86,25914,5,5,0,3,5,0,2005,31040
1,CT,3,39,12.7,44.94,7.19,1.91,3.81,70.93,5.65,100,84.79,-0.15,Medio,13549.17,3767,4,3,0,2,3,0,2002,31039
1,CT,4,39,11.54,35.99,46.25,1.89,8.15,62.47,1.98,100,78.17,0.18,Alto,13549.17,3767,4,3,0,2,3,0,2005,31039
1,CT,4,39,11.54,35.99,46.25,1.89,8.15,62.47,1.98,100,78.17,0.18,Alto,13549.17,3767,4,3,0,2,3,0,2005,31039
1,SEQ,32,38,14.98,40.05,33.16,1,22.57,63.93,2.55,18.86,75.33,-0.04,Alto,83205.28,30697,4,5,0,4,1,0,2008,31038
1,CT,3,38,16.57,48.41,49.23,1.57,30.19,70.51,2.6,19.25,81.71,0.03,Alto,83205.28,30697,4,5,0,4,1,0,2002,31038
1,SEQ,32,37,17.32,48.04,52.72,2.07,1.87,51.32,3.3,100,80.59,0.34,Alto,19590.28,4831,3,5,0,2,4,0,2008,31037
1,CT,4,37,17.32,48.04,52.72,2.07,1.87,51.32,3.3,100,80.59,0.34,Alto,19590.28,4831,3,5,0,2,4,0,2005,31037
1,CT,4,37,17.32,48.04,52.72,2.07,1.87,51.32,3.3,100,80.59,0.34,Alto,19590.28,4831,3,5,0,2,4,0,2005,31037
0,LLUV,2,37,20.62,57.46,25.96,6.03,4.03,63.55,9.47,100,87.42,0.24,Alto,19590.28,4831,3,5,0,2,4,0,2004,31037
1,SEQ,32,36,18.57,42.64,33.55,3.69,7.37,63.13,8.83,16.18,82.37,0.09,Alto,19813.22,7220,5,2,0,2,5,0,2008,31036
1,CT,4,36,18.57,42.64,33.55,3.69,7.37,63.13,8.83,16.18,82.37,0.09,Alto,19813.22,7220,5,2,0,2,5,0,2005,31036
1,CT,4,36,18.57,42.64,33.55,3.69,7.37,63.13,8.83,16.18,82.37,0.09,Alto,19813.22,7220,5,2,0,2,5,0,2005,31036
1,CT,4,35,27.43,50,31.02,2.3,0.95,52.16,6.05,100,79.22,0.39,Alto,11960.01,5676,5,5,0,3,4,0,2005,31035
1,CT,4,35,27.43,50,31.02,2.3,0.95,52.16,6.05,100,79.22,0.39,Alto,11960.01,5676,5,5,0,3,4,0,2005,31035
1,SEQ,32,34,21.43,47,25.64,2.98,0.69,62.43,7.59,100,76.41,0.33,Alto,9409.1,6049,5,5,0,3,5,0,2008,31034
1,CT,4,34,21.43,47,25.64,2.98,0.69,62.43,7.59,100,76.41,0.33,Alto,9409.1,6049,5,5,0,3,5,0,2005,31034
1,CT,4,34,21.43,47,25.64,2.98,0.69,62.43,7.59,100,76.41,0.33,Alto,9409.1,6049,5,5,0,3,5,0,2005,31034
1,CT,1,33,22.75,45.57,54.52,2.83,10.12,63.51,7.88,50.1,80.85,0.47,Alto,58148.91,19032,4,5,0,3,4,0,2007,31033
1,CT,3,32,26.02,63.27,12.8,10.17,3.95,69.52,15.77,25.98,87.26,0.17,Alto,72868.76,15512,5,5,0,2,5,0,2002,31032
1,SEQ,32,31,21.42,49.12,7.52,3.64,14.92,63.03,5.05,100,88.34,0.42,Alto,13220.04,2770,0,5,0,3,3,0,2008,31031
1,CT,3,31,23.22,58.52,58.87,4.98,26.09,65.97,3.14,100,95.82,0.69,Alto,13220.04,2770,0,5,0,3,3,0,2002,31031
1,CT,4,31,21.42,49.12,7.52,3.64,14.92,63.03,5.05,100,88.34,0.42,Alto,13220.04,2770,0,5,0,3,3,0,2005,31031
1,CT,4,31,21.42,49.12,7.52,3.64,14.92,63.03,5.05,100,88.34,0.42,Alto,13220.04,2770,0,5,0,3,3,0,2005,31031
1,CT,4,30,21.33,50.98,2.79,4.7,0.68,69.11,19.62,100,77.08,0.42,Alto,30686.94,3534,4,3,0,1,4,0,2005,31030
