"Dependiente","ANAL","SPRI","OVSDS","OVSEE","OVSAE","VHAC","OVPT","PL.5000","PO2SM","IM","area_mun..ha.","Sum_POBTOT","R_Inun","R_Hur","R_Des","R_Seq","R_IF","R_Den"
0,5.79,20.68,2.63,0.96,4.19,32.72,7.85,9.53,41.24,-1.7,118952.47,728691,1,1,0,2,4,0
1,11.96,34.93,3.02,2.7,39.7,59.39,7.03,100,50.37,0.2,14554.13,22628,0,4,2,3,3,0
0,2.37,13.77,0.36,0.38,1.75,36.01,2.51,0.91,28.24,-1.79,357767.28,1331813,3,1,0,3,2,0
1,17.6,41.1,4.31,5.12,40.11,58.14,15.81,100,81.5,0.86,20431.19,12374,5,5,3,3,3,0
0,11.52,29.84,8.95,1.79,2.85,57.59,9.95,63.96,73.61,-0.38,57186.57,39406,1,2,1,3,4,0
1,27.45,48.81,3.16,5.75,31.45,69.9,51.32,61.2,80.39,0.84,64116.83,14637,0,5,0,4,4,5
0,3.03,12.8,0.19,0.32,5.54,26.58,3.72,2.59,25.89,-1.88,115279.61,1242959,1,1,0,2,1,5
1,16.68,42.75,10.41,5.39,12.74,55.56,17.84,100,81.3,0.25,5851.14,1637,0,2,2,3,4,5
1,16.57,42.18,10.35,4.58,19.55,34.72,14.12,100,64.73,-0.15,28972.4,11502,4,2,0,2,2,0
1,13.2,33.11,11.61,7.28,4.12,43.65,18.01,100,78.88,-0.11,24372.19,9311,1,5,1,3,3,0
1,6.17,39.8,8.39,11.11,7.26,34.73,10.22,100,48.08,-0.89,302019.06,1576,1,1,0,3,3,0
1,19.69,54.19,38.36,18.45,16.56,47.21,23.29,100,80.91,0.33,375816.7,2969,1,2,0,2,5,0
1,7.68,35.91,6.59,3.75,2.09,47.33,8.66,100,56.56,-0.83,258396.48,5153,2,1,0,3,3,0
1,13.06,38.26,6.17,7.65,35.16,48.01,13.6,49.42,62.09,-0.21,24925.46,15717,4,2,0,2,2,0
0,5.1,24.68,3.65,1.43,1.39,43.01,12.98,22.91,48.89,-1.4,59027.64,53904,3,1,0,5,1,0
1,20.62,44.01,12.13,2.53,0.95,65.09,74.53,100,94.23,0.89,5658.32,1832,0,3,4,3,1,0
1,14.6,39.19,14.94,15.3,22.49,50.63,42,66.52,52.28,0.15,637703.8,24868,1,2,1,1,5,0
1,32.95,57.55,62.8,17.41,3.13,68.98,6.02,100,87.62,1.33,35342.2,2357,4,1,0,2,4,0
0,5.15,23.32,5.34,2.87,3.22,46.34,12.54,35.11,45.74,-1.34,395868.96,415460,4,3,0,3,2,0
0,10.38,25.68,16.46,1.08,20.07,49.67,17.67,12.35,62.08,-0.94,173136.91,789592,2,5,1,3,5,0
1,14.51,39.65,18.75,1.48,7.89,58.13,1.31,0,77.57,-0.37,10057.05,6787,5,5,0,3,5,0
0,2.5,10.44,0.47,0.23,1.25,29.02,1.02,1.21,41.73,-2.01,10893.74,511675,4,1,0,4,1,0
0,6.7,28.4,4.42,1.29,3.78,47.56,21.05,73.52,51.1,-0.71,157462.3,22219,4,1,0,3,2,0
1,19.07,43.05,1.76,4.62,39.06,52.69,40.54,100,72.37,0.44,27000.98,23370,5,5,3,3,3,0
0,18.96,40.05,8.87,2.91,53.45,44.74,21.79,47.86,54.96,0.41,204957.95,40981,2,2,1,3,5,0
1,24.58,52.73,34.41,3.84,26.11,51.2,22.5,55.55,67.57,0.01,49030.01,11250,1,2,0,4,5,0
1,22.52,47.25,10.91,2.25,4.69,63.69,3.31,9.37,83.42,-0.04,33447.34,6796,5,5,0,3,3,0
1,8.78,23.44,6.06,1.16,1.2,50.68,4.53,62.93,73.09,-0.39,57186.57,39406,1,2,1,3,4,0
1,16.95,41.83,8.73,7.84,38.84,58.72,43.45,100,85.27,0.7,17949.49,8716,1,5,2,3,2,0
0,34.75,58.94,19.53,15.35,66.15,65.44,71.6,100,89.43,1.31,21532.87,18312,3,5,4,4,3,0
0,4.82,14.89,0.42,0.47,0.88,31.92,3.82,3.19,41.08,-1.65,12363.74,457811,0,1,2,2,1,5
1,5.6,37.46,18.88,2.2,4.51,44.44,8.33,100,65.91,-0.7,141853.77,12704,0,1,1,2,3,0
0,3.2,16.91,1.5,1.22,1.14,37.13,3.11,1.36,23.39,-1.99,47324.62,152665,0,3,0,3,1,0
1,8.99,37.6,7.88,2.4,8.62,34.98,14.17,39.54,48.11,-0.84,87698.81,12443,0,1,0,2,4,5
0,22.04,39.6,40.62,6.07,22.8,62,13.14,100,74.93,1.17,19563.9,10801,0,4,3,5,5,0
1,9.09,29.25,4.34,0.95,22.14,48.56,11.77,67.54,58.41,-0.57,76621.2,192800,5,3,0,2,3,0
1,14.03,50.48,54.32,13.62,39.48,55.58,25.56,100,79.09,0.48,86904.52,15982,4,2,0,2,3,0
1,22.27,47.82,16.62,42.45,55.71,61.92,71.94,100,81.24,1.09,26011.95,13761,5,5,4,4,2,0
0,19.34,45.95,3.45,10.99,46.23,47.4,44.7,64.91,69.06,0.44,114121.61,33289,4,5,3,4,2,0
0,16.44,34.83,4.36,2.63,25.68,51.59,6.69,52.33,57.58,-0.03,59308.51,29699,4,2,4,2,3,0
0,43.62,65.85,4.71,5.55,50.92,78.45,91.52,100,76.29,1.97,6184.07,9824,0,5,5,2,1,0
0,19.25,56.62,3.04,8.16,16.34,67.82,49.35,100,79.16,0.84,8622.11,5202,0,5,3,3,2,5
0,6.04,16.67,0.77,0.55,5.9,34.03,6.08,11.9,40.05,-1.3,9676.56,175137,5,3,0,5,2,0
1,9.07,35.91,14.57,8.8,24.33,42.49,12.15,39.76,48.98,-0.53,198093.37,13727,1,1,1,1,4,5
1,10.37,34.83,16.56,3.77,31.06,43.62,6.73,100,65.94,0.22,1198760.07,17354,1,1,1,2,3,0
1,35.41,58.08,23.18,8.56,48.22,63.62,54.27,83.66,88.74,0.96,32091.71,39056,3,5,4,5,2,0
1,5.59,30.23,9.52,2.16,4.11,28.56,3.86,100,42.52,-0.98,117287.3,4402,1,1,0,3,3,0
1,14.38,46.34,5.06,5.38,4.62,49.76,23.28,32.24,66.56,-0.62,51306.08,43281,2,2,0,4,2,0
1,28.39,59.44,1.43,6.88,59.99,62.48,55.59,100,88.97,1.35,61849.53,13530,5,3,3,3,1,0
1,14.69,31.17,5.74,4.3,1.17,66.3,33.99,47.53,81.55,0.5,7426.32,11846,2,5,4,2,1,5
1,8.01,23.4,4.25,4.88,33.55,41.14,11.17,27.76,49.91,-0.85,211632.21,157268,5,2,1,2,2,0
1,23.63,50.51,48.48,11.73,23.48,73.11,60.56,100,83.53,0.92,15158.6,3952,2,3,3,4,3,0
0,26.42,60.83,2.29,4.44,9.4,65.84,38.13,100,79.15,0.8,14888.38,10668,0,3,2,1,1,0
1,32.15,42.06,11.71,3.37,42.12,55.77,29.77,100,78.29,0.72,14136.94,19397,2,5,5,4,4,0
1,4.01,14.53,1.96,1.62,2.55,41.66,14.37,100,47.8,-1,5519.97,3888,0,1,0,1,2,0
0,15.98,35.28,24.08,2.99,25.33,58.44,41.35,64.44,72.56,0.28,145028.48,60902,2,5,1,4,3,0
1,16.66,42.72,13.42,5.19,15.93,57.54,24.25,45.97,81.57,0.15,244789.6,75614,2,5,1,1,1,5
1,6.38,18.58,1.32,1.19,1.76,48,5.68,26.44,67.31,-1.02,25238.92,44421,2,1,0,4,1,0
1,35.28,46.37,9.82,4.67,13.85,53.03,19.73,47.46,81.18,0.38,3803.38,10895,3,4,4,5,2,0
0,5.25,15.1,0.62,0.25,2.69,32.37,4.64,4.69,30.03,-1.71,5571.28,196948,4,1,1,5,1,5
1,11.11,36.73,35.72,6.68,30.1,44.81,8.65,66.74,58.41,0.35,86904.52,15982,4,2,0,2,3,0
0,22.52,47.76,9.26,7.89,50.15,64.14,28.15,100,85.34,0.89,20431.19,12374,5,5,3,3,3,0
1,45.05,60.13,5.6,4.63,13.75,70.68,52.97,100,82.53,1.35,9057.88,14742,3,4,5,4,2,5
1,21.26,40.1,16.19,20.37,31.29,48.5,17.35,100,75.03,0.53,24755.77,6581,0,5,4,2,3,0
1,14.84,40.32,2.6,8.08,30.94,51.82,38.86,100,74.27,0.34,39609.84,10922,5,5,3,2,2,0
1,20.13,41.85,16.49,6.24,9.94,52.77,17.86,100,83.64,0.84,2977.26,4594,3,5,4,4,2,5
1,6.29,43.56,3.51,2.41,14.5,31.03,2.84,100,63.23,-0.87,132818.03,4900,3,1,0,2,3,0
0,2.27,10.78,0.09,0.1,0.5,30.43,1.05,0.07,20.91,-1.99,11657.17,677968,3,1,0,3,1,5
1,4.23,17.39,0.94,0.6,2.49,36.35,2.49,19.11,21.74,-1.51,76464.41,123399,5,5,0,4,2,0
0,10.21,29.98,3.09,1.32,7.7,49.86,10.93,32.81,56.25,-0.78,43434.52,40711,5,2,0,2,3,0
0,14.29,46.98,6.86,1.53,3.59,28.1,3.34,100,70.94,-0.4,11233.19,3221,2,1,0,4,1,0
1,27.48,60.5,5.28,6.58,52.04,70.85,37.08,100,77.09,1.16,13290.69,13105,3,4,5,2,1,0
1,14.76,42.19,15.76,8.48,29.19,63.21,21.86,44.32,67.25,-0.23,40024.58,50797,5,3,2,0,2,0
0,4.88,19.67,0.96,0.33,6.07,40.52,5.34,27.9,36.28,-1.39,70875.32,415850,3,1,0,2,5,5
0,12.14,24.5,2.87,1.12,4.1,49.24,6.81,71.59,54.1,-0.75,53392.05,115049,4,1,0,2,1,0
1,11.94,33.14,1.43,1.9,1.74,58.2,8.07,43.44,66.18,-0.54,60537.74,68764,4,3,1,3,1,0
1,15.99,36.06,11.96,5.15,4.05,52.14,8.01,100,71.48,-0.1,41722.56,14569,1,1,0,3,4,0
0,12.82,31.8,5.43,3.47,18.46,51.78,7.39,43.54,56.87,-0.55,188285.76,58802,3,1,1,1,2,0
0,2.51,24.74,1.69,3.6,1.37,34.92,3.68,100,38.67,-1.4,124761.52,6361,0,1,0,2,1,0
1,4.06,11.85,1.45,0.45,4.96,31.31,2.75,2.19,37.43,-1.72,54462,1539663,2,3,0,4,1,0
1,35.32,55.71,3.42,12.47,28.83,58.6,16.76,100,85.59,1.55,4182.62,5677,0,5,5,4,2,5
0,23.32,40.37,2.53,10.97,20.23,49.91,32.3,55.57,64.25,0.12,5215.03,21134,4,4,0,2,1,0
1,13.64,60.47,34.33,3.66,7.87,30.7,7.07,100,72.76,-0.28,27843.09,2600,2,1,0,2,3,0
0,15.39,32.78,5.78,2.64,9.88,54.04,22.72,55.89,70.52,-0.24,48575.7,76204,2,3,2,4,4,0
1,20.12,47.32,9.78,4.02,8.44,43.97,13.64,62.33,69.66,-0.11,99046.92,36597,5,5,0,3,2,0
1,25.16,59.23,26.31,15.75,21.96,70.43,34.74,52.92,87.84,0.6,277032.26,68161,3,2,1,1,1,5
0,31.13,51.93,5.49,7.21,30.59,60.78,53.46,61.12,75.23,0.84,23222.69,21728,5,5,4,4,3,0
1,44.29,64.48,16.44,11.19,38.63,74.87,42.84,100,89.31,1.76,6249.52,11596,0,5,5,4,3,5
1,11.54,35.99,46.25,1.89,8.15,62.47,1.98,100,78.17,0.18,13549.17,3767,4,3,0,2,3,0
1,24.96,49.72,6.94,2.34,6.91,69.9,15.15,59.82,82.82,0.37,36072.11,42775,4,3,1,5,2,0
0,9.71,33.26,4.43,2.3,41.4,42.57,9.94,72.98,56.69,-0.44,39542.69,58684,5,2,0,3,1,0
0,7.41,25.39,13.7,3.55,9.49,43.7,5.26,36.72,38.95,-1.32,100504.27,171216,1,1,1,5,1,0
0,4.59,20.89,1.84,1.7,2.33,39.83,1.26,10.13,41.85,-1.43,825830.02,66393,1,1,0,2,1,0
0,32.77,58.82,70.45,68.31,48.07,55.99,74.84,100,61.86,2.61,332882.17,15584,0,1,1,2,3,5
1,14.28,36.64,9.14,7.98,11.89,60.81,19.88,77.67,69.46,0.04,164168.42,29226,4,1,0,1,1,0
1,15.97,38.55,3.09,25.52,65.66,66.14,76.22,100,81.15,1.34,9382.34,9303,3,5,5,4,2,5
1,12.15,39.11,8.43,10.75,12.64,50.02,15.37,43.61,68.85,-0.59,115669.47,18324,1,1,0,1,4,0
1,13.32,28.07,3.31,4.91,12.01,54.77,14.63,41.49,50.63,-0.6,51555.93,38559,1,5,0,4,4,0
1,18.13,38.52,3.04,3.14,24.1,55.14,19.51,33.86,77.35,-0.08,31392.45,27502,2,5,3,3,3,0
0,5.49,23.49,1.09,0.77,9.72,46.86,8.8,0.56,38.17,-1.56,11066.61,608066,3,1,0,4,2,5
0,4.59,13.39,0.35,1.23,10.09,33.16,8.58,2.64,39.85,-1.56,8937.87,263307,2,3,1,4,2,5
0,11.14,38.29,21.03,8.87,11.84,51.41,22.5,73.9,56.4,-0.51,214372.82,27875,1,3,1,1,5,0
1,3.76,31.26,7.42,0.94,0.81,44.36,1.85,42.5,54.7,-1.26,17897.79,11356,0,1,0,5,1,0
0,9.23,22.12,3.29,2.84,2.29,42.66,5.52,34.7,60.66,-0.98,32012.44,42329,1,1,0,3,4,0
0,13.45,39.84,5.86,4.11,14.49,57.08,10.25,46.76,73.11,-0.55,42062.47,53539,3,1,1,2,3,0
1,19.3,48.58,45.27,2.46,0,59.01,4.23,100,80.22,0.41,2594,1619,5,3,0,3,5,0
1,41.42,59,62.83,5.97,36.16,73.29,21.92,100,78.52,2.47,30669.96,18814,0,5,4,5,4,5
1,14.17,39.7,1.98,1.1,6.92,34.36,13.94,53.89,44.02,-0.44,38317.17,32588,2,3,0,3,3,0
0,15.98,35.28,24.08,2.99,25.33,58.44,41.35,64.44,72.56,0.28,145028.48,60902,2,5,1,4,3,0
0,21.23,50.6,22.57,22.69,36.34,65.4,30.96,55.32,77.5,0.41,59308.51,29699,4,2,4,2,3,0
0,3.98,12.07,0.38,0.32,2.68,27.68,3.05,2.6,27.56,-1.87,19876.84,365101,0,1,1,3,1,5
1,13.55,39.14,2.48,0.47,1.11,30.7,2.17,74.08,63.44,-0.44,21795.78,25542,5,3,0,5,2,5
1,4.18,11.58,2.08,0.86,2.15,27.2,4.72,11.23,26.91,-1.82,67819.84,801432,1,3,0,5,2,0
1,32.15,42.06,11.71,3.37,42.12,55.77,29.77,100,78.29,0.72,14136.94,19397,2,5,5,4,4,0
0,16.16,42,3.39,3.24,35.37,48.83,14.53,59.17,71.3,0.37,123002.74,41634,5,2,1,0,1,0
0,3.93,14.99,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.61,24574.52,551926,4,3,0,4,1,0
1,22.26,47.91,8.87,3.57,13.65,55.09,21.76,100,87.96,0.46,16570.19,7848,0,3,1,3,4,0
0,5.61,24.38,4.07,5.54,6.62,35.98,5.98,25.58,33.89,-1.58,5327186.14,460655,1,3,1,1,1,0
1,19.79,45.4,3.88,3.78,33.7,44.57,20.84,100,82.94,0.8,11169.68,11292,0,5,3,3,1,5
1,21.01,50.62,28.09,15.67,41.69,76.29,58.4,100,86.86,0.95,17946.52,4652,0,2,1,3,4,0
1,32.8,54.53,12.9,14.2,72.9,71.51,68.37,100,87.47,1.82,10164.88,10371,4,4,4,3,1,0
0,3.23,12.99,0.06,0.15,0.31,39.05,0.86,0.37,34.43,-1.72,6289.18,1110565,4,1,0,5,1,0
0,3.33,15.18,1.9,0.49,0.83,37.81,4.83,30.36,33.94,-1.35,395868.96,415460,4,3,0,3,2,0
1,11.79,41.84,60.21,2.21,7.08,59.74,5.57,100,83.65,0.05,10747.85,5619,5,5,0,3,5,0
1,18.02,35.78,6.9,2.66,34.48,47.27,18.73,45.02,50.42,0.11,64119.57,18322,5,5,0,4,5,0
1,25,54.55,3.1,51.32,71.75,59.18,69.06,100,89.12,2.07,16278.17,2125,0,3,4,3,3,0
0,17.29,40.69,7.82,7.93,35.59,57.66,17.89,34.86,61.84,0.48,35281.57,41769,3,4,3,2,3,0
1,6.45,38.04,1.61,1.87,13.92,28.6,3.18,100,50.42,-0.8,132818.03,4900,3,1,0,2,3,0
0,9.29,31.11,1.26,7.2,19.07,47.69,15.9,48.79,56.54,-0.55,313569.89,95442,4,3,0,4,1,0
1,16.98,36.83,33.6,6.8,1.75,70.84,21.5,68.17,74.03,0.31,463445.19,35982,4,2,0,1,4,0
1,24.04,37.21,48.65,14.05,58.9,67.19,24.99,100,79.28,1.94,47354.05,29553,0,4,5,3,4,5
0,23.16,45.84,3.82,4.76,7.18,46.58,40.39,60.42,67.29,0.09,95373.55,156825,5,3,3,5,1,0
1,27.19,56.12,1.6,11.96,31.26,66.49,79.46,100,88.08,1.41,14528.69,4372,0,3,4,4,1,5
0,3.03,12.8,0.19,0.32,5.54,26.58,3.72,2.59,25.89,-1.88,115279.61,1242959,1,1,0,2,1,5
1,5.11,16.38,0.37,1.15,16.22,35.29,10.12,3.82,44.39,-1.4,6382.86,193207,4,3,3,3,3,0
1,7.42,30.23,7.24,1.67,5.42,46.92,6.4,49.13,57.06,-0.8,42465.88,48117,4,2,0,5,1,0
0,17.82,46.65,3.72,1.06,3.63,33.16,7.39,100,64.79,-0.35,85417.59,40436,5,3,1,3,1,0
1,16.72,37.74,2.54,9.4,46.88,52.87,55.9,100,79.9,0.65,18535.5,15688,5,5,4,5,2,0
1,11.08,35.56,9.18,1.08,1.48,65.93,31.92,77.82,79.61,-0.3,31207.92,36453,0,3,2,4,1,0
0,4.04,27.97,5.54,2.73,16.09,30.88,1.68,100,39.42,-1,745511.54,10508,2,1,0,1,1,0
1,26.74,52.38,11.13,13.59,32.04,60.46,51.72,100,92.13,0.7,32388.26,9213,5,3,3,4,1,0
0,5.5,16.62,10.32,1.84,3.17,45.1,11.52,58.06,48.64,-1.29,6061.16,25095,1,1,0,3,2,0
0,19.16,36.73,2.8,5.85,57.99,58.63,46.33,76.96,73.3,0.54,34975.53,96425,5,5,4,4,3,0
1,9.5,38.36,3.47,8.68,37.33,47.64,7.19,100,68.22,0.33,298130.97,3931,3,2,0,1,3,5
0,19.68,47.71,6.15,3.63,32.95,56.4,19.28,59.67,74.58,0.23,123002.74,41634,5,2,1,0,1,0
0,5.5,24.28,1.69,0.82,15.99,49.6,9.53,1.61,42.97,-1.42,16486.53,478532,1,1,0,4,2,5
0,21.03,59.71,15.93,26.93,50.22,74.01,45.75,100,88.25,1.04,190788.69,27021,5,3,2,1,1,0
0,9.11,29.98,8.06,7.27,17.71,44.7,23.5,27.89,59.53,-0.9,239873.45,166212,3,2,1,1,5,5
1,20.76,39.79,2.35,0.75,3.43,61.78,10.91,16.92,75.2,-0.27,21916.23,27382,4,4,0,4,1,0
1,12.24,31.84,8.43,2.55,6.42,57.37,20.06,54.68,61.67,-0.71,20638.71,77965,1,3,1,4,1,0
0,17.76,34.26,6.58,3.31,12.05,50.21,27.6,15.09,63.34,-0.73,39541.64,185879,0,4,1,2,4,0
1,15.3,36.78,22.96,5.03,12.55,49.98,21.89,54.89,68.53,-0.46,23028.72,14925,5,3,0,5,3,0
1,10.17,38.72,11.57,8.7,4.55,56.55,30.15,44.52,74.97,-0.44,49898.35,17550,0,2,2,2,1,5
1,13,28.01,4.18,1.76,1.53,57.8,6.3,36.49,74.3,-0.54,23825.04,16461,2,3,0,4,1,0
1,12.82,31.8,5.43,3.47,18.46,51.78,7.39,43.54,56.87,-0.55,188285.76,58802,3,1,1,1,2,0
0,9.2,34.95,11.38,1.92,10.09,50.04,16.05,51.71,59.92,-0.82,290974.27,284592,3,2,0,5,1,0
0,27.8,48.62,33.89,4.5,24.96,53.68,34.98,60.1,75.4,0.64,63417.85,25609,5,5,0,5,3,0
0,5.19,38.7,4.01,0.79,0.5,28.09,2.66,100,34.5,-1.06,410629.87,4823,0,1,0,2,2,0
1,35.69,52.83,3.18,4.46,31.36,48.49,4.24,100,80.35,1.03,79829.36,27965,5,3,3,1,1,0
1,21.11,47.06,7.2,4.87,35.89,60.52,31.25,56.22,78.95,0.46,23913.02,34506,5,4,0,0,3,0
1,20.75,45.79,2.34,7.34,16.59,45.27,6.47,100,72.77,0.06,61723.69,2607,0,1,0,2,3,0
1,16.28,36.92,6.3,2.9,12.74,58.01,19.47,67.27,77.52,-0.02,75456.49,57692,1,3,0,4,4,0
0,13.54,37.46,5.01,5.52,15.34,53.6,9.16,66.81,66.23,-0.25,357357.18,55466,3,1,0,1,1,0
0,19.43,41.33,17.01,4.88,62.04,63.67,30.54,57.73,73.97,0.58,30645.3,33276,5,4,2,0,2,0
1,19.56,59.84,34.19,1.5,0.91,69.19,2.54,0.83,85.19,0.25,27866.81,9834,5,5,0,2,5,0
0,9.44,21.42,9.8,0.53,18.1,44.92,15.23,12.35,59.81,-0.86,173136.91,789592,2,5,1,3,5,0
1,10.17,26.29,3.82,3.13,66.13,54.09,14.32,68.34,58.62,-0.2,268561.79,101698,5,5,0,1,1,0
0,13.67,30.93,10.24,3.79,5.72,48.36,8.7,44.66,60.92,-0.58,29772.22,37691,2,2,0,4,3,0
0,2.41,9.34,1.21,2.34,8.18,24.65,6.32,46.87,42.54,-1.56,4443.32,15522,0,1,1,3,1,5
0,3.98,12.07,0.38,0.32,2.68,27.68,3.05,2.6,27.56,-1.87,19876.84,365101,0,1,1,3,1,5
1,9.11,24.8,1.15,1.54,8,26.49,2.36,100,55.05,-0.71,25275.22,13556,1,1,1,3,2,0
0,6.2,21.32,0.99,0.76,12.37,40.38,8.25,17.46,51.2,-1.18,15892.48,196441,5,5,2,2,1,5
0,3.13,9.93,0.56,1.04,2.67,25.66,2.53,2.84,42.02,-1.79,15296.84,267756,2,1,0,5,2,0
1,15.15,44.43,5.68,3.66,6.27,40.65,12.23,47.13,63.53,-0.44,36449.12,13882,5,5,1,5,3,0
1,40.68,64.07,30.92,29.57,74.21,81.11,73.44,100,93.58,1.94,7463.43,4136,0,4,3,5,5,0
1,36.87,52.41,1.55,2.57,11.51,61.71,16.94,100,70.15,1.08,9057.88,14742,3,4,5,4,2,5
1,9.84,33.61,5.66,1.46,5.23,51.66,8.38,56.3,55.04,-0.65,230632.92,134706,2,1,0,4,2,0
1,6.02,40.44,8.27,11.64,10.33,35.7,5.12,100,60.41,-0.77,173569.46,1539,1,1,0,2,3,0
0,14.23,38.86,3.27,2.74,6.44,55.05,28.89,40.72,67.52,-0.25,20140.64,54459,2,5,3,4,1,5
1,3.22,15.15,0.94,1.94,22.48,43.15,10.78,15.09,15.74,-1.52,371042.09,236679,1,4,0,2,3,0
0,9.44,21.42,9.8,0.53,18.1,44.92,15.23,12.35,59.81,-0.86,173136.91,789592,2,5,1,3,5,0
0,20.3,45.65,12.04,5.85,54.92,67.44,30.05,69.82,84.61,0.77,44992.81,27510,5,3,2,0,2,0
1,10.21,37.95,2.91,7.42,11.88,44.59,7.83,53.46,57.72,-0.55,377822.69,27926,3,2,0,3,3,5
0,18.05,44.03,17.82,11.51,16.05,46.61,27.25,100,75.96,0.37,79036.05,21487,2,5,3,3,1,0
1,31,50.03,4.35,7.53,53.18,57.83,38.25,100,85.01,1.04,21532.87,18312,3,5,4,4,3,0
0,9.75,48.78,10.06,26.45,16.37,31.95,19.91,100,49.44,0.01,426333.82,5839,1,1,1,1,1,0
0,27.26,51.41,7.02,6.44,20.85,76.04,40.22,66.78,83.45,0.88,58568.05,26403,1,3,3,0,3,5
1,15.58,44.02,12.64,1.88,5.51,44.59,11.34,48.42,53.66,-0.81,58839.64,96954,5,2,0,5,1,5
1,13.06,33.93,40.91,2.08,0.46,63.49,3.57,28.65,74.61,-0.18,13606.3,15288,4,5,0,3,5,0
1,11.68,25.8,16.64,3.07,14.74,48.78,10.82,100,67.87,-0.29,13655.62,17370,0,5,2,3,4,0
0,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,623897.21,855444,3,3,1,3,5,0
0,13.81,44.35,52.44,11.14,27.67,56.89,19.97,100,73.15,0.22,86801.08,53392,4,5,0,4,3,0
1,32.71,52.65,9.34,11.68,22.88,71.7,46.93,100,83.15,1.22,22740.12,15925,0,4,3,5,3,0
1,33.72,57.57,7.58,10.79,14.43,76.95,48.9,100,88.56,1.34,22136.08,5555,3,3,0,4,4,0
1,22.35,49.85,4.2,5.66,48.56,66.22,44.83,100,89.36,1.02,17195.17,17072,0,5,5,4,3,5
1,15.08,42.86,1.13,6.01,46.29,78.36,40.79,100,93.48,0.92,4909.63,7266,0,4,4,0,2,5
1,10.86,37.02,5.7,4.23,7.3,41.11,9.77,62.75,40.62,-0.75,199885.57,23001,1,3,1,2,5,0
1,27.78,52.47,44.47,7,58.56,61.57,36.12,100,85.76,0.87,27675.42,10781,5,5,0,4,5,0
0,23.09,48.57,12.54,5.8,20.51,36.17,12.92,100,63.88,0.07,10810.92,5754,5,2,0,3,1,0
0,30.16,53.87,2.12,13.68,50.36,65.4,74.33,84.96,73.35,1.33,28101.27,41887,3,5,5,2,1,5
1,14.29,46.09,3.96,0.97,1.42,29.9,7.45,100,71.69,-0.4,19313.34,13218,4,2,0,5,2,0
0,2.14,9.1,0.42,0.37,0.89,27.18,1.06,2.13,22.17,-1.89,556230.53,724509,1,1,1,3,3,0
1,7.08,31.26,8.96,5.54,8.91,25.84,6.37,100,63.13,-0.69,361391.67,9223,1,1,0,2,4,0
0,2.89,14.24,0.51,0.64,2.49,31.5,2.78,12.94,14.19,-1.9,1581254.05,930135,4,1,0,1,3,0
1,7.99,27.91,2.72,2.18,1.67,53.48,13.78,37.93,52.15,-0.82,36651.07,21722,5,5,0,5,3,0
0,3.03,12.8,0.19,0.32,5.54,26.58,3.72,2.59,25.89,-1.88,115279.61,1242959,1,1,0,2,1,5
1,26.33,46.04,20.78,4.51,31.56,68.19,36.96,100,72.24,0.83,23708.7,40529,0,4,3,4,1,0
1,17.06,32.14,16.01,2.28,54.73,49.2,17.57,41.16,56.29,0.32,80836.28,50081,5,5,0,4,5,0
1,20.98,42.84,11.75,1.86,2.69,71.69,37.09,75.87,86.54,0.5,27980.27,24392,3,5,3,2,4,5
0,4.85,26.41,9.31,1.25,1.95,46.93,9.72,36.58,45.86,-1.31,212678.89,140312,1,1,1,5,3,0
1,16.25,48.7,9.3,1.15,2.48,34.16,10.33,100,75.24,-0.18,36852.32,17086,1,3,0,5,2,5
1,29.53,55.17,16.47,4.12,31,61.96,11.46,100,91.62,1.45,2060.28,1797,0,4,4,2,1,0
0,22.28,49.69,5.1,8.98,36.16,59.11,46.66,72.23,86.66,0.34,68371.12,22358,5,3,5,4,1,0
1,9.67,34.23,8.02,1.31,3.03,67.2,11.89,23.6,81.51,-0.32,3058.64,25518,5,4,0,4,2,0
0,3.93,14.99,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.61,24574.52,551926,4,3,0,4,1,0
0,17.34,51.72,35.81,6.46,6.9,51.11,11.36,67.22,61.46,-0.27,81289.42,36214,5,2,0,5,2,5
1,14.7,43.87,17.57,1.77,2.42,49.88,14.09,62.13,63.19,-0.25,43689.14,55958,5,2,0,5,2,5
1,41.83,56.2,10.72,5.74,45.26,62.91,35.43,100,87.78,1.32,15299.49,23594,2,5,5,4,3,0
0,7.27,28.14,3.42,1.03,3.39,36.18,5.01,76.38,44.58,-0.76,109334.65,42945,5,5,1,3,1,0
0,16.22,51.9,27.67,4.11,4.02,57.81,18.78,64.52,68.86,-0.2,43689.14,55958,5,2,0,5,2,5
1,24.09,59.84,6.13,4.49,44.28,73.91,22.51,100,77.16,0.95,9107.09,5533,0,3,5,1,1,0
1,26.2,50.85,2.36,3.69,12.67,61.42,32.42,57.3,69.16,0.89,15723.98,52472,3,4,4,2,1,0
1,25,43.93,2.19,0.99,0.72,64.33,6.93,100,76.58,0.59,1369.66,2920,0,5,0,2,1,5
0,29.54,44.82,20.7,11.49,51.97,60.17,43.41,68.46,71.97,0.44,39045.11,122844,3,5,5,5,2,0
1,28.03,55.22,16.02,9.16,34.18,68.98,29.53,82.28,90.85,1.09,258789.06,41841,5,2,2,1,3,0
